scenario,asset,feature_family,start_train_date,end_train_date,start_val_date,end_val_date,feature_path,feature_file,raw_path,raw_file,log_return_path,log_return_file
140,^FCHI,EMA,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,^FCHI_1d_ib.csv,article-1/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
141,^FCHI,RSI,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,^FCHI_1d_ib.csv,article-1/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
142,^FCHI,MACD,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,^FCHI_1d_ib.csv,article-1/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
143,^FCHI,BB,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,^FCHI_1d_ib.csv,article-1/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
144,^FCHI,SO,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,^FCHI_1d_ib.csv,article-1/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
145,^FCHI,ATR,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,^FCHI_1d_ib.csv,article-1/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
146,^FCHI,lagged,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02a-output-^FCHI_1d-log-return-lagged.csv,article-1/data,^FCHI_1d_ib.csv,article-1/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
147,^FCHI,datetime,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02b-output-^FCHI_1d-log-return-datetime.csv,article-1/data,^FCHI_1d_ib.csv,article-1/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
148,^FCHI,difference_and_change,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02c-output-^FCHI_1d-log-return-difference-and-change.csv,article-1/data,^FCHI_1d_ib.csv,article-1/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
149,^FCHI,temporal_decomposition,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02d-output-^FCHI_1d-log-return-temporal_decomposition.csv,article-1/data,^FCHI_1d_ib.csv,article-1/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
150,^FCHI,time_delay_embedding,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02e-output-^FCHI_1d-log-return-time-delay-embedding.csv,article-1/data,^FCHI_1d_ib.csv,article-1/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
151,^FCHI,TDA_TD_72_SS_336,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_^FCHI_1h_time_delay_72_slice_size_336/features,features_^FCHI_1h_time_delay_72_slice_size_336.csv,article-1/data,^FCHI_1d_ib.csv,article-1/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
152,^FCHI,TDA_TD_72_SS_504,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_^FCHI_1h_time_delay_72_slice_size_504/features,features_^FCHI_1h_time_delay_72_slice_size_504.csv,article-1/data,^FCHI_1d_ib.csv,article-1/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
153,^FCHI,TDA_TD_72_SS_720,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_^FCHI_1h_time_delay_72_slice_size_720/features,features_^FCHI_1h_time_delay_72_slice_size_720.csv,article-1/data,^FCHI_1d_ib.csv,article-1/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
154,^FCHI,TDA_TD_72_SS_1080,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_^FCHI_1h_time_delay_72_slice_size_1080/features,features_^FCHI_1h_time_delay_72_slice_size_1080.csv,article-1/data,^FCHI_1d_ib.csv,article-1/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
155,^FCHI,TDA_TD_168_SS_336,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_^FCHI_1h_time_delay_168_slice_size_336/features,features_^FCHI_1h_time_delay_168_slice_size_336.csv,article-1/data,^FCHI_1d_ib.csv,article-1/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
156,^FCHI,TDA_TD_168_SS_504,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_^FCHI_1h_time_delay_168_slice_size_504/features,features_^FCHI_1h_time_delay_168_slice_size_504.csv,article-1/data,^FCHI_1d_ib.csv,article-1/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
157,^FCHI,TDA_TD_168_SS_720,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_^FCHI_1h_time_delay_168_slice_size_720/features,features_^FCHI_1h_time_delay_168_slice_size_720.csv,article-1/data,^FCHI_1d_ib.csv,article-1/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
158,^FCHI,TDA_TD_168_SS_1080,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_^FCHI_1h_time_delay_168_slice_size_1080/features,features_^FCHI_1h_time_delay_168_slice_size_1080.csv,article-1/data,^FCHI_1d_ib.csv,article-1/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
159,^FCHI,FRUITS,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-fruits.csv,article-1/data,^FCHI_1d_ib.csv,article-1/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
160,^FCHI,NetF,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-netf.csv,article-1/data,^FCHI_1d_ib.csv,article-1/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
161,^FCHI,baseline,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-OLHC_features.csv,article-1/data,^FCHI_1d_ib.csv,article-1/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
162,USO,SMA,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,USO_1d_ib.csv,article-1/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
163,USO,EMA,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,USO_1d_ib.csv,article-1/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
164,USO,RSI,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,USO_1d_ib.csv,article-1/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
165,USO,MACD,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,USO_1d_ib.csv,article-1/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
166,USO,BB,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,USO_1d_ib.csv,article-1/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
167,USO,SO,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,USO_1d_ib.csv,article-1/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
168,USO,ATR,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,USO_1d_ib.csv,article-1/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
169,USO,lagged,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02a-output-USO_1d-log-return-lagged.csv,article-1/data,USO_1d_ib.csv,article-1/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
170,USO,datetime,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02b-output-USO_1d-log-return-datetime.csv,article-1/data,USO_1d_ib.csv,article-1/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
171,USO,difference_and_change,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02c-output-USO_1d-log-return-difference-and-change.csv,article-1/data,USO_1d_ib.csv,article-1/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
172,USO,temporal_decomposition,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02d-output-USO_1d-log-return-temporal_decomposition.csv,article-1/data,USO_1d_ib.csv,article-1/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
173,USO,time_delay_embedding,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02e-output-USO_1d-log-return-time-delay-embedding.csv,article-1/data,USO_1d_ib.csv,article-1/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
174,USO,TDA_TD_72_SS_336,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_USO_1h_time_delay_72_slice_size_336/features,features_USO_1h_time_delay_72_slice_size_336.csv,article-1/data,USO_1d_ib.csv,article-1/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
175,USO,TDA_TD_72_SS_504,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_USO_1h_time_delay_72_slice_size_504/features,features_USO_1h_time_delay_72_slice_size_504.csv,article-1/data,USO_1d_ib.csv,article-1/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
176,USO,TDA_TD_72_SS_720,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_USO_1h_time_delay_72_slice_size_720/features,features_USO_1h_time_delay_72_slice_size_720.csv,article-1/data,USO_1d_ib.csv,article-1/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
177,USO,TDA_TD_72_SS_1080,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_USO_1h_time_delay_72_slice_size_1080/features,features_USO_1h_time_delay_72_slice_size_1080.csv,article-1/data,USO_1d_ib.csv,article-1/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
178,USO,TDA_TD_168_SS_336,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_USO_1h_time_delay_168_slice_size_336/features,features_USO_1h_time_delay_168_slice_size_336.csv,article-1/data,USO_1d_ib.csv,article-1/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
179,USO,TDA_TD_168_SS_504,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_USO_1h_time_delay_168_slice_size_504/features,features_USO_1h_time_delay_168_slice_size_504.csv,article-1/data,USO_1d_ib.csv,article-1/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
180,USO,TDA_TD_168_SS_720,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_USO_1h_time_delay_168_slice_size_720/features,features_USO_1h_time_delay_168_slice_size_720.csv,article-1/data,USO_1d_ib.csv,article-1/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
181,USO,TDA_TD_168_SS_1080,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_USO_1h_time_delay_168_slice_size_1080/features,features_USO_1h_time_delay_168_slice_size_1080.csv,article-1/data,USO_1d_ib.csv,article-1/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
182,USO,FRUITS,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-fruits.csv,article-1/data,USO_1d_ib.csv,article-1/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
183,USO,NetF,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-netf.csv,article-1/data,USO_1d_ib.csv,article-1/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
184,USO,baseline,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-OLHC_features.csv,article-1/data,USO_1d_ib.csv,article-1/data,01-output-USO_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
185,EURUSD,SMA,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,EURUSD_1d_ib.csv,article-1/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
186,EURUSD,EMA,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,EURUSD_1d_ib.csv,article-1/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
187,EURUSD,RSI,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,EURUSD_1d_ib.csv,article-1/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
188,EURUSD,MACD,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,EURUSD_1d_ib.csv,article-1/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
189,EURUSD,BB,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,EURUSD_1d_ib.csv,article-1/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
190,EURUSD,SO,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,EURUSD_1d_ib.csv,article-1/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
191,EURUSD,ATR,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,EURUSD_1d_ib.csv,article-1/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
192,EURUSD,lagged,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02a-output-EURUSD_1d-log-return-lagged.csv,article-1/data,EURUSD_1d_ib.csv,article-1/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
193,EURUSD,datetime,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02b-output-EURUSD_1d-log-return-datetime.csv,article-1/data,EURUSD_1d_ib.csv,article-1/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
194,EURUSD,difference_and_change,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02c-output-EURUSD_1d-log-return-difference-and-change.csv,article-1/data,EURUSD_1d_ib.csv,article-1/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
195,EURUSD,temporal_decomposition,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02d-output-EURUSD_1d-log-return-temporal_decomposition.csv,article-1/data,EURUSD_1d_ib.csv,article-1/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
196,EURUSD,time_delay_embedding,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02e-output-EURUSD_1d-log-return-time-delay-embedding.csv,article-1/data,EURUSD_1d_ib.csv,article-1/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
197,EURUSD,TDA_TD_72_SS_336,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_EURUSD_1h_time_delay_72_slice_size_336/features,features_EURUSD_1h_time_delay_72_slice_size_336.csv,article-1/data,EURUSD_1d_ib.csv,article-1/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
198,EURUSD,TDA_TD_72_SS_504,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_EURUSD_1h_time_delay_72_slice_size_504/features,features_EURUSD_1h_time_delay_72_slice_size_504.csv,article-1/data,EURUSD_1d_ib.csv,article-1/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
199,EURUSD,TDA_TD_72_SS_720,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_EURUSD_1h_time_delay_72_slice_size_720/features,features_EURUSD_1h_time_delay_72_slice_size_720.csv,article-1/data,EURUSD_1d_ib.csv,article-1/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
200,EURUSD,TDA_TD_72_SS_1080,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_EURUSD_1h_time_delay_72_slice_size_1080/features,features_EURUSD_1h_time_delay_72_slice_size_1080.csv,article-1/data,EURUSD_1d_ib.csv,article-1/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
201,EURUSD,TDA_TD_168_SS_336,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_EURUSD_1h_time_delay_168_slice_size_336/features,features_EURUSD_1h_time_delay_168_slice_size_336.csv,article-1/data,EURUSD_1d_ib.csv,article-1/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
202,EURUSD,TDA_TD_168_SS_504,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_EURUSD_1h_time_delay_168_slice_size_504/features,features_EURUSD_1h_time_delay_168_slice_size_504.csv,article-1/data,EURUSD_1d_ib.csv,article-1/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
203,EURUSD,TDA_TD_168_SS_720,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_EURUSD_1h_time_delay_168_slice_size_720/features,features_EURUSD_1h_time_delay_168_slice_size_720.csv,article-1/data,EURUSD_1d_ib.csv,article-1/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
204,EURUSD,TDA_TD_168_SS_1080,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_EURUSD_1h_time_delay_168_slice_size_1080/features,features_EURUSD_1h_time_delay_168_slice_size_1080.csv,article-1/data,EURUSD_1d_ib.csv,article-1/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
205,EURUSD,FRUITS,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-fruits.csv,article-1/data,EURUSD_1d_ib.csv,article-1/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
206,EURUSD,NetF,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-netf.csv,article-1/data,EURUSD_1d_ib.csv,article-1/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
207,EURUSD,baseline,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-OLHC_features.csv,article-1/data,EURUSD_1d_ib.csv,article-1/data,01-output-EURUSD_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
208,IEUR,SMA,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,IEUR_1d_ib.csv,article-1/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
209,IEUR,EMA,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,IEUR_1d_ib.csv,article-1/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
210,IEUR,RSI,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,IEUR_1d_ib.csv,article-1/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
211,IEUR,MACD,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,IEUR_1d_ib.csv,article-1/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
212,IEUR,BB,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,IEUR_1d_ib.csv,article-1/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
213,IEUR,SO,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,IEUR_1d_ib.csv,article-1/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
214,IEUR,ATR,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,IEUR_1d_ib.csv,article-1/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
215,IEUR,lagged,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02a-output-IEUR_1d-log-return-lagged.csv,article-1/data,IEUR_1d_ib.csv,article-1/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
216,IEUR,datetime,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02b-output-IEUR_1d-log-return-datetime.csv,article-1/data,IEUR_1d_ib.csv,article-1/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
217,IEUR,difference_and_change,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02c-output-IEUR_1d-log-return-difference-and-change.csv,article-1/data,IEUR_1d_ib.csv,article-1/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
218,IEUR,temporal_decomposition,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02d-output-IEUR_1d-log-return-temporal_decomposition.csv,article-1/data,IEUR_1d_ib.csv,article-1/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
219,IEUR,time_delay_embedding,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02e-output-IEUR_1d-log-return-time-delay-embedding.csv,article-1/data,IEUR_1d_ib.csv,article-1/data,01-output-IEUR_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
